,start_time,end_time,P_total
672,2025-09-28 20:49:00,2025-09-28 21:32:00,1.898
630,2025-08-25 12:05:00,2025-08-25 13:10:00,1.878
120,2022-09-19 10:42:00,2022-09-19 11:00:00,1.876
768,2026-06-03 09:13:00,2026-06-03 09:29:00,1.853
205,2023-05-26 22:29:00,2023-05-26 22:39:00,1.853
72,2022-07-18 12:50:00,2022-07-18 13:18:00,1.839
756,2026-05-23 09:27:00,2026-05-23 10:10:00,1.833
455,2024-09-11 09:50:00,2024-09-11 10:30:00,1.831
55,2022-07-05 04:46:00,2022-07-05 05:54:00,1.827
168,2022-11-16 11:54:00,2022-11-16 12:01:00,1.825
656,2025-09-16 06:28:00,2025-09-16 07:07:00,1.821
61,2022-07-09 11:33:00,2022-07-09 12:24:00,1.812
215,2023-06-12 08:38:00,2023-06-12 09:30:00,1.799
420,2024-08-01 11:22:00,2024-08-01 12:24:00,1.797
362,2024-05-07 09:18:00,2024-05-07 09:37:00,1.782
279,2023-08-27 12:48:00,2023-08-27 14:44:00,1.781
277,2023-08-21 06:35:00,2023-08-21 06:43:00,1.776
454,2024-09-10 11:44:00,2024-09-10 12:39:00,1.761
628,2025-08-22 09:47:00,2025-08-22 10:54:00,1.755
767,2026-06-02 10:32:00,2026-06-02 12:16:00,1.74
714,2025-11-10 07:15:00,2025-11-10 07:32:00,1.737
127,2022-09-26 07:06:00,2022-09-26 07:14:00,1.726
142,2022-10-11 10:22:00,2022-10-11 10:28:00,1.705
381,2024-06-15 14:26:00,2024-06-15 14:33:00,1.69
702,2025-10-27 06:47:00,2025-10-27 06:53:00,1.673
355,2023-12-02 15:55:00,2023-12-02 17:50:00,1.634
441,2024-08-28 19:23:00,2024-08-28 19:56:00,1.634
188,2023-02-18 13:34:00,2023-02-18 14:04:00,1.624
71,2022-07-17 09:07:00,2022-07-17 09:41:00,1.62
189,2023-04-09 19:35:00,2023-04-09 19:56:00,1.615
231,2023-06-30 12:13:00,2023-06-30 13:55:00,1.611
141,2022-10-11 07:28:00,2022-10-11 08:45:00,1.61
750,2026-05-17 09:00:00,2026-05-17 09:17:00,1.605
611,2025-08-03 11:29:00,2025-08-03 12:03:00,1.586
761,2026-05-29 19:50:00,2026-05-29 19:59:00,1.586
340,2023-10-27 07:37:00,2023-10-27 07:52:00,1.575
412,2024-07-22 05:40:00,2024-07-22 06:23:00,1.529
565,2025-05-23 06:43:00,2025-05-23 08:12:00,1.52
573,2025-06-02 07:11:00,2025-06-02 08:13:00,1.514
288,2023-09-03 04:30:00,2023-09-03 04:59:00,1.508
223,2023-06-24 12:55:00,2023-06-24 13:45:00,1.504
53,2022-07-01 08:03:00,2022-07-01 08:14:00,1.491
45,2022-06-20 12:42:00,2022-06-20 14:09:00,1.49
717,2025-11-13 06:43:00,2025-11-13 06:55:00,1.483
161,2022-11-04 08:01:00,2022-11-04 08:53:00,1.482
39,2022-06-17 06:44:00,2022-06-17 07:08:00,1.48
615,2025-08-11 14:23:00,2025-08-11 15:40:00,1.479
659,2025-09-21 15:50:00,2025-09-21 17:18:00,1.479
475,2024-09-30 11:37:00,2024-09-30 11:44:00,1.475
233,2023-07-01 07:22:00,2023-07-01 07:57:00,1.459
65,2022-07-11 13:44:00,2022-07-11 14:58:00,1.455
208,2023-05-28 06:50:00,2023-05-28 07:08:00,1.451
287,2023-09-02 04:33:00,2023-09-02 04:39:00,1.446
757,2026-05-25 10:19:00,2026-05-25 11:08:00,1.446
119,2022-09-19 09:23:00,2022-09-19 09:33:00,1.445
262,2023-07-26 09:12:00,2023-07-26 09:26:00,1.443
102,2022-08-31 12:41:00,2022-08-31 13:43:00,1.438
54,2022-07-03 03:46:00,2022-07-03 04:14:00,1.436
496,2024-10-17 04:57:00,2024-10-17 05:41:00,1.427
58,2022-07-08 07:58:00,2022-07-08 08:17:00,1.425
143,2022-10-13 23:22:00,2022-10-13 23:31:00,1.418
330,2023-10-14 12:41:00,2023-10-14 12:59:00,1.416
295,2023-09-09 04:36:00,2023-09-09 05:48:00,1.41
627,2025-08-21 13:37:00,2025-08-21 14:18:00,1.409
307,2023-09-23 04:01:00,2023-09-23 04:11:00,1.405
547,2025-04-17 18:14:00,2025-04-17 18:33:00,1.402
525,2024-12-02 10:14:00,2024-12-02 11:27:00,1.395
674,2025-09-29 09:08:00,2025-09-29 09:46:00,1.374
474,2024-09-28 10:33:00,2024-09-28 10:47:00,1.371
524,2024-12-02 08:07:00,2024-12-02 08:24:00,1.364
517,2024-11-11 10:16:00,2024-11-11 10:27:00,1.348
486,2024-10-08 14:49:00,2024-10-08 15:08:00,1.346
723,2025-12-05 15:07:00,2025-12-05 15:19:00,1.339
242,2023-07-13 11:06:00,2023-07-13 12:11:00,1.316
461,2024-09-17 10:09:00,2024-09-17 10:38:00,1.313
735,2026-02-26 02:00:00,2026-02-26 02:37:00,1.305
640,2025-09-01 13:47:00,2025-09-01 14:44:00,1.282
111,2022-09-11 13:24:00,2022-09-11 13:33:00,1.278
123,2022-09-22 05:31:00,2022-09-22 05:59:00,1.269
164,2022-11-10 09:06:00,2022-11-10 09:12:00,1.265
289,2023-09-03 06:56:00,2023-09-03 07:14:00,1.234
529,2024-12-06 22:10:00,2024-12-06 23:25:00,1.232
751,2026-05-18 07:24:00,2026-05-18 07:43:00,1.231
351,2023-11-20 21:19:00,2023-11-20 22:02:00,1.229
67,2022-07-12 08:31:00,2022-07-12 09:05:00,1.213
292,2023-09-07 04:16:00,2023-09-07 05:37:00,1.21
452,2024-09-07 10:34:00,2024-09-07 10:51:00,1.201
254,2023-07-22 05:01:00,2023-07-22 05:21:00,1.19
50,2022-06-27 08:28:00,2022-06-27 08:40:00,1.186
567,2025-05-24 07:54:00,2025-05-24 08:34:00,1.186
264,2023-07-27 03:46:00,2023-07-27 04:49:00,1.178
490,2024-10-12 06:08:00,2024-10-12 06:15:00,1.175
378,2024-06-08 09:59:00,2024-06-08 10:11:00,1.16
238,2023-07-06 07:31:00,2023-07-06 08:02:00,1.154
737,2026-02-26 08:10:00,2026-02-26 08:47:00,1.15
738,2026-02-26 11:43:00,2026-02-26 11:57:00,1.137
610,2025-07-28 01:15:00,2025-07-28 01:54:00,1.123
497,2024-10-17 08:48:00,2024-10-17 09:35:00,1.122
56,2022-07-06 07:23:00,2022-07-06 07:46:00,1.12
110,2022-09-10 20:13:00,2022-09-10 21:08:00,1.119
290,2023-09-04 21:53:00,2023-09-04 22:34:00,1.113
144,2022-10-18 13:56:00,2022-10-18 14:31:00,1.109
169,2022-11-17 07:42:00,2022-11-17 08:03:00,1.095
156,2022-10-27 10:57:00,2022-10-27 12:39:00,1.083
241,2023-07-08 05:34:00,2023-07-08 05:51:00,1.069
639,2025-09-01 11:27:00,2025-09-01 12:37:00,1.067
357,2023-12-28 06:17:00,2023-12-28 08:21:00,1.065
762,2026-05-29 21:06:00,2026-05-29 21:14:00,1.065
775,2026-06-13 06:31:00,2026-06-13 06:38:00,1.061
479,2024-10-03 04:21:00,2024-10-03 04:47:00,1.032
389,2024-06-22 11:03:00,2024-06-22 11:45:00,1.03
433,2024-08-15 07:50:00,2024-08-15 08:00:00,1.025
232,2023-07-01 05:37:00,2023-07-01 05:47:00,1.023
544,2025-03-17 14:51:00,2025-03-17 14:59:00,1.016
191,2023-04-14 20:42:00,2023-04-14 20:54:00,1.009
259,2023-07-24 03:46:00,2023-07-24 04:13:00,1.005
408,2024-07-17 02:36:00,2024-07-17 03:55:00,1.003
275,2023-08-18 13:16:00,2023-08-18 13:54:00,0.99
404,2024-07-14 11:08:00,2024-07-14 11:24:00,0.989
157,2022-10-29 08:33:00,2022-10-29 08:47:00,0.987
666,2025-09-26 16:43:00,2025-09-26 18:54:00,0.987
512,2024-11-03 08:25:00,2024-11-03 08:40:00,0.972
444,2024-08-31 06:56:00,2024-08-31 07:09:00,0.953
406,2024-07-16 10:12:00,2024-07-16 10:43:00,0.952
41,2022-06-18 12:23:00,2022-06-18 13:31:00,0.928
397,2024-07-03 18:50:00,2024-07-03 19:57:00,0.927
753,2026-05-18 16:22:00,2026-05-18 16:32:00,0.924
64,2022-07-10 10:37:00,2022-07-10 10:54:00,0.902
283,2023-08-30 09:17:00,2023-08-30 09:35:00,0.88
204,2023-05-26 03:33:00,2023-05-26 04:16:00,0.872
112,2022-09-11 18:51:00,2022-09-11 20:06:00,0.868
214,2023-06-10 05:59:00,2023-06-10 06:06:00,0.867
760,2026-05-29 05:06:00,2026-05-29 05:11:00,0.856
179,2022-12-10 07:31:00,2022-12-10 07:54:00,0.849
728,2025-12-25 07:00:00,2025-12-25 08:16:00,0.839
705,2025-10-30 17:24:00,2025-10-30 17:32:00,0.825
366,2024-05-19 13:26:00,2024-05-19 13:39:00,0.815
734,2026-02-11 08:26:00,2026-02-11 08:35:00,0.814
133,2022-09-29 01:05:00,2022-09-29 01:34:00,0.811
510,2024-10-28 19:14:00,2024-10-28 20:01:00,0.805
190,2023-04-10 09:07:00,2023-04-10 09:13:00,0.805
249,2023-07-19 08:50:00,2023-07-19 08:55:00,0.794
558,2025-05-11 12:58:00,2025-05-11 13:15:00,0.787
495,2024-10-15 16:37:00,2024-10-15 18:12:00,0.787
59,2022-07-08 14:08:00,2022-07-08 15:35:00,0.784
468,2024-09-21 21:54:00,2024-09-21 22:07:00,0.78
613,2025-08-10 11:20:00,2025-08-10 11:34:00,0.779
107,2022-09-09 17:02:00,2022-09-09 18:07:00,0.758
698,2025-10-24 11:59:00,2025-10-24 12:26:00,0.754
629,2025-08-24 08:28:00,2025-08-24 09:31:00,0.75
561,2025-05-19 04:50:00,2025-05-19 04:56:00,0.748
469,2024-09-22 00:00:00,2024-09-22 00:34:00,0.744
678,2025-10-02 17:56:00,2025-10-02 18:16:00,0.743
234,2023-07-01 10:13:00,2023-07-01 10:51:00,0.742
729,2025-12-25 12:17:00,2025-12-25 12:23:00,0.74
354,2023-11-26 15:09:00,2023-11-26 15:16:00,0.736
93,2022-08-24 09:14:00,2022-08-24 09:39:00,0.733
339,2023-10-27 06:06:00,2023-10-27 06:12:00,0.731
246,2023-07-16 08:30:00,2023-07-16 09:06:00,0.73
43,2022-06-19 10:03:00,2022-06-19 10:58:00,0.726
483,2024-10-07 05:30:00,2024-10-07 05:44:00,0.724
414,2024-07-25 07:25:00,2024-07-25 07:30:00,0.722
730,2026-01-05 10:13:00,2026-01-05 10:28:00,0.716
621,2025-08-16 05:08:00,2025-08-16 05:17:00,0.708
115,2022-09-16 06:01:00,2022-09-16 06:20:00,0.707
319,2023-10-02 11:59:00,2023-10-02 12:06:00,0.702
597,2025-07-03 11:19:00,2025-07-03 12:06:00,0.692
774,2026-06-12 12:44:00,2026-06-12 14:23:00,0.687
578,2025-06-06 12:24:00,2025-06-06 12:51:00,0.687
732,2026-01-06 10:43:00,2026-01-06 11:18:00,0.686
298,2023-09-12 15:05:00,2023-09-12 15:36:00,0.682
604,2025-07-16 05:15:00,2025-07-16 05:24:00,0.68
136,2022-10-05 05:07:00,2022-10-05 05:15:00,0.679
574,2025-06-02 10:40:00,2025-06-02 10:52:00,0.678
219,2023-06-16 12:31:00,2023-06-16 12:53:00,0.677
741,2026-03-07 07:57:00,2026-03-07 08:45:00,0.667
213,2023-06-06 09:20:00,2023-06-06 09:27:00,0.664
482,2024-10-06 07:50:00,2024-10-06 07:58:00,0.66
776,2026-06-13 13:23:00,2026-06-13 13:40:00,0.657
415,2024-07-25 11:45:00,2024-07-25 11:50:00,0.649
647,2025-09-07 08:54:00,2025-09-07 09:35:00,0.644
560,2025-05-12 10:15:00,2025-05-12 10:37:00,0.639
348,2023-11-06 08:19:00,2023-11-06 08:34:00,0.639
428,2024-08-06 02:35:00,2024-08-06 02:46:00,0.638
69,2022-07-15 07:03:00,2022-07-15 08:13:00,0.627
128,2022-09-26 10:34:00,2022-09-26 10:44:00,0.625
673,2025-09-29 04:42:00,2025-09-29 04:48:00,0.625
637,2025-08-30 09:25:00,2025-08-30 09:42:00,0.623
642,2025-09-03 13:13:00,2025-09-03 13:19:00,0.621
38,2022-06-16 22:10:00,2022-06-16 22:25:00,0.616
346,2023-11-03 08:14:00,2023-11-03 08:21:00,0.61
147,2022-10-19 09:42:00,2022-10-19 09:52:00,0.609
405,2024-07-15 15:21:00,2024-07-15 16:45:00,0.608
620,2025-08-15 09:08:00,2025-08-15 10:11:00,0.604
465,2024-09-21 00:14:00,2024-09-21 00:30:00,0.601
545,2025-03-30 10:07:00,2025-03-30 10:13:00,0.601
172,2022-11-22 12:06:00,2022-11-22 12:25:00,0.596
202,2023-05-23 10:34:00,2023-05-23 10:42:00,0.588
755,2026-05-21 03:34:00,2026-05-21 03:42:00,0.583
439,2024-08-28 07:07:00,2024-08-28 07:34:00,0.581
603,2025-07-14 07:06:00,2025-07-14 07:19:00,0.559
90,2022-08-19 13:54:00,2022-08-19 14:06:00,0.555
421,2024-08-01 13:44:00,2024-08-01 14:03:00,0.555
752,2026-05-18 10:47:00,2026-05-18 10:55:00,0.554
498,2024-10-18 07:17:00,2024-10-18 07:27:00,0.553
571,2025-05-31 08:24:00,2025-05-31 08:49:00,0.552
137,2022-10-06 06:02:00,2022-10-06 06:19:00,0.549
182,2023-01-08 19:53:00,2023-01-08 19:59:00,0.547
722,2025-12-04 00:52:00,2025-12-04 01:25:00,0.547
350,2023-11-16 07:58:00,2023-11-16 08:21:00,0.544
409,2024-07-17 07:26:00,2024-07-17 07:44:00,0.533
82,2022-08-05 14:51:00,2022-08-05 15:42:00,0.531
552,2025-04-26 15:06:00,2025-04-26 15:24:00,0.524
471,2024-09-22 08:51:00,2024-09-22 09:06:00,0.502
274,2023-08-18 05:48:00,2023-08-18 05:57:00,0.495
585,2025-06-16 10:47:00,2025-06-16 10:58:00,0.494
267,2023-07-31 14:13:00,2023-07-31 14:45:00,0.487
180,2022-12-15 10:22:00,2022-12-15 10:30:00,0.487
129,2022-09-26 13:26:00,2022-09-26 13:47:00,0.486
92,2022-08-22 11:54:00,2022-08-22 12:37:00,0.48
250,2023-07-19 11:06:00,2023-07-19 11:21:00,0.478
492,2024-10-13 12:21:00,2024-10-13 12:38:00,0.457
748,2026-05-09 01:50:00,2026-05-09 01:57:00,0.441
646,2025-09-07 07:29:00,2025-09-07 07:48:00,0.436
376,2024-06-07 04:45:00,2024-06-07 05:01:00,0.434
771,2026-06-08 06:36:00,2026-06-08 07:09:00,0.431
742,2026-03-10 14:13:00,2026-03-10 15:08:00,0.423
598,2025-07-04 10:55:00,2025-07-04 11:15:00,0.417
317,2023-10-02 00:00:00,2023-10-02 00:07:00,0.416
300,2023-09-16 05:16:00,2023-09-16 05:24:00,0.411
704,2025-10-28 18:31:00,2025-10-28 18:56:00,0.401
77,2022-07-31 11:25:00,2022-07-31 11:32:00,0.393
407,2024-07-16 14:13:00,2024-07-16 14:22:00,0.389
212,2023-06-05 13:37:00,2023-06-05 13:51:00,0.389
377,2024-06-07 06:12:00,2024-06-07 06:28:00,0.389
626,2025-08-21 03:12:00,2025-08-21 03:44:00,0.386
185,2023-01-10 05:02:00,2023-01-10 05:16:00,0.385
216,2023-06-12 12:36:00,2023-06-12 13:00:00,0.382
91,2022-08-21 10:03:00,2022-08-21 10:12:00,0.364
715,2025-11-10 19:43:00,2025-11-10 19:50:00,0.363
502,2024-10-20 18:41:00,2024-10-20 18:56:00,0.361
572,2025-06-01 14:51:00,2025-06-01 15:13:00,0.355
218,2023-06-15 08:27:00,2023-06-15 08:33:00,0.354
100,2022-08-31 06:48:00,2022-08-31 06:54:00,0.353
68,2022-07-13 16:22:00,2022-07-13 16:27:00,0.347
63,2022-07-10 07:51:00,2022-07-10 07:58:00,0.346
440,2024-08-28 10:51:00,2024-08-28 11:19:00,0.345
427,2024-08-05 11:16:00,2024-08-05 11:27:00,0.343
402,2024-07-13 17:25:00,2024-07-13 17:32:00,0.342
531,2024-12-13 08:28:00,2024-12-13 08:35:00,0.335
206,2023-05-27 00:00:00,2023-05-27 00:06:00,0.32
401,2024-07-11 04:54:00,2024-07-11 05:12:00,0.319
536,2025-01-03 08:33:00,2025-01-03 08:38:00,0.317
400,2024-07-09 19:49:00,2024-07-09 20:12:00,0.313
260,2023-07-25 07:18:00,2023-07-25 07:30:00,0.31
256,2023-07-22 12:39:00,2023-07-22 13:07:00,0.307
118,2022-09-18 12:48:00,2022-09-18 13:02:00,0.305
744,2026-03-15 07:23:00,2026-03-15 07:36:00,0.291
239,2023-07-08 00:07:00,2023-07-08 00:17:00,0.291
322,2023-10-05 04:41:00,2023-10-05 04:51:00,0.29
636,2025-08-29 20:34:00,2025-08-29 21:58:00,0.29
226,2023-06-27 13:36:00,2023-06-27 13:44:00,0.284
360,2024-05-05 12:45:00,2024-05-05 12:51:00,0.283
297,2023-09-11 02:35:00,2023-09-11 02:46:00,0.272
593,2025-06-25 05:06:00,2025-06-25 05:12:00,0.261
373,2024-05-30 10:49:00,2024-05-30 11:20:00,0.26
430,2024-08-09 14:50:00,2024-08-09 14:55:00,0.255
220,2023-06-17 09:58:00,2023-06-17 10:06:00,0.254
40,2022-06-17 09:27:00,2022-06-17 10:01:00,0.247
270,2023-08-13 08:33:00,2023-08-13 08:38:00,0.238
390,2024-06-23 08:51:00,2024-06-23 08:58:00,0.23
255,2023-07-22 10:29:00,2023-07-22 10:35:00,0.216
379,2024-06-08 12:59:00,2024-06-08 13:36:00,0.199
758,2026-05-28 13:27:00,2026-05-28 13:35:00,0.198
765,2026-06-02 04:30:00,2026-06-02 04:35:00,0.196
589,2025-06-19 11:31:00,2025-06-19 11:45:00,0.195
499,2024-10-18 08:35:00,2024-10-18 08:40:00,0.195
66,2022-07-12 07:07:00,2022-07-12 07:12:00,0.192
333,2023-10-19 04:44:00,2023-10-19 05:04:00,0.181
691,2025-10-19 11:15:00,2025-10-19 11:22:00,0.177
594,2025-06-25 09:40:00,2025-06-25 09:47:00,0.176
769,2026-06-04 09:58:00,2026-06-04 10:06:00,0.176
268,2023-08-02 10:18:00,2023-08-02 10:23:00,0.169
384,2024-06-18 13:01:00,2024-06-18 13:09:00,0.163
671,2025-09-28 11:09:00,2025-09-28 11:16:00,0.162
528,2024-12-04 21:35:00,2024-12-04 21:44:00,0.161
675,2025-09-30 03:19:00,2025-09-30 03:27:00,0.159
616,2025-08-11 19:00:00,2025-08-11 19:07:00,0.151
229,2023-06-29 11:27:00,2023-06-29 11:41:00,0.144
438,2024-08-26 14:06:00,2024-08-26 14:19:00,0.142
480,2024-10-03 08:48:00,2024-10-03 08:56:00,0.141
200,2023-05-21 08:04:00,2023-05-21 08:12:00,0.14
467,2024-09-21 13:42:00,2024-09-21 13:51:00,0.14
553,2025-05-07 06:32:00,2025-05-07 06:37:00,0.137
306,2023-09-22 08:48:00,2023-09-22 08:53:00,0.135
711,2025-11-07 06:40:00,2025-11-07 06:48:00,0.129
328,2023-10-12 12:24:00,2023-10-12 12:35:00,0.128
73,2022-07-18 14:30:00,2022-07-18 14:35:00,0.126
660,2025-09-22 02:47:00,2025-09-22 02:52:00,0.125
446,2024-09-01 07:20:00,2024-09-01 07:27:00,0.122
472,2024-09-23 06:13:00,2024-09-23 06:19:00,0.121
740,2026-03-06 11:01:00,2026-03-06 11:06:00,0.121
470,2024-09-22 04:57:00,2024-09-22 05:06:00,0.113
759,2026-05-29 02:37:00,2026-05-29 02:47:00,0.098
